Nom,Nom url,Developpeur,Categorie(s),Nombre installations,Date de mise a jour,Taille,Version Actuelle,Version Android,Note,Date,Heure
Fluvsies Pocket World - Pet Rescue & Care Story,tutotoons.app.fluvsiespocketworld,TutoTOONS,Educational,10000000,2022-03-21 00:00:00.000000,156 Mo,2.0.0028,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:57.726732
Pepi Hospital: Learn & Care,PepiPlay.PepiHospital,Pepi Play,Educational,50000000,2021-12-22 00:00:00.000000,65 Mo,1.1.103,4.4,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:33:57.837616
Miga Town: My Store,miga.mystore,"XiHe Digital (GuangZhou) Technology Co., Ltd.",Education,10000000,2021-04-22 00:00:00.000000,58 Mo,1.4,4.1,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:33:58.058048
Baby Panda's Supermarket,sinyee.babybus.shopping,BabyBus,Educational,100000000,2022-02-18 00:00:00.000000,82 Mo,8.58.02.00,4.4,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:33:58.411306
Miga Town: My Vacation,miga.myvacation,"XiHe Digital (GuangZhou) Technology Co., Ltd.",Education,10000000,2021-04-22 00:00:00.000000,47 Mo,1.4,4.1,3.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:58.522028
Hello Kitty Nail Salon,budgestudios.HelloKittyNailSalon,Budge Studios,Casual,100000000,2022-03-30 00:00:00.000000,97 Mo,2022.1.0,4.1,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:33:59.570966
Bubbu School - My Virtual Pets,bubadu.bubbuschool,Bubadu,Educational,10000000,2022-04-05 00:00:00.000000,88 Mo,1.16,5.0,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:33:59.682246
My Tizi City - Town Games,iz.pretend.my.play.lifestyle.city.town.life.games,Tizi Town Games,Educational,1000000,2020-12-04 00:00:00.000000,40 Mo,1.4,4.4,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:01.529081
"Canva: Design, Photo & Video",canva.editor,Canva,Art & Design,100000000,2022-04-07 00:00:00.000000,31 Mo,2.159.0,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:02.327336
ibis Paint X,ne.ibis.ibispaintx.app,ibis inc.,Art & Design,100000000,2022-04-08 00:00:00.000000,25 Mo,9.3.3,4.4,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:02.668014
Glitter Number and letters coloring Book for kids,redberry.glitter123Abc,BaramGames,Art & Design,10000000,2021-03-29 00:00:00.000000,46 Mo,4.0,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:02.778868
Stickman: draw animation maker,appolo13.stickmandrawanimation,Appache Tools: easy to use,Art & Design,10000000,2022-04-06 00:00:00.000000,19 Mo,3.4,4.2,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:02.889716
Anime Color Lite,art.paint.tap.color.by.number.lite,Brilliant Games Private Ltd.,Art & Design,100000,2021-12-18 00:00:00.000000,78 Mo,1.0.3,5.0,4.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:03.112312
Battle Royale Wallpaper Maker,solodevs.fortnitewallpapermaker,Solo Devs .inc,Art & Design,100000,2021-10-31 00:00:00.000000,6.5 Mo,3.0.6,4.1,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:03.236494
Glitter dress coloring and drawing book for Kids,redberry.glitterdressa2,BaramGames,Art & Design,10000000,2021-05-27 00:00:00.000000,66 Mo,5.0,5.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:34:03.570920
VistaCreate:Post&Stories Maker,dephotos.crello,Crello Ltd.,Art & Design,1000000,2022-04-08 00:00:00.000000,243 Mo,2.9.0,7.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:03.793793
FlipaClip: Create 2D Animation,vblast.flipaclip,Visual Blasters LLC,Art & Design,10000000,2022-03-30 00:00:00.000000,83 Mo,3.0.2,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:03.924804
Pokepix Color By Number,colorbynumber.unicorn.pixel.art.pokepix.draw.paintbynumber,Mattie S Thomas,Art & Design,5000000,2022-03-17 00:00:00.000000,14 Mo,1.5.6,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:04.037675
MyTravel: Travel Boast Planner,famitech.mytravel,AppMe Limited,Art & Design,500000,2022-04-10 00:00:00.000000,43 Mo,1.43,7.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:04.294711
"Drawing Desk: Draw, Paint Art",axis.drawingdesk.v3,4Axis Technologies,Art & Design,10000000,2022-04-08 00:00:00.000000,62 Mo,5.8.7,6.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:04.405064
Smoke Name Art Maker,appxstudio.smokearteffect,ZipoApps,Art & Design,10000000,2022-01-18 00:00:00.000000,34 Mo,1.0.4,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:04.516585
Sketchbook,adsk.sketchbook,Sketchbook,Art & Design,50000000,2021-07-02 00:00:00.000000,98 Mo,5.2.5,5.0,3.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:04.739367
Floor Plan Creator,planmieszkania.android,Marcin Lewandowski,Art & Design,10000000,2022-04-02 00:00:00.000000,6.0 Mo,3.5.7,4.1,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:34:04.961997
Clip Studio Paint,co.celsys.clipstudiopaint.googleplay,"CELSYS,Inc.",Art & Design,1000000,2022-03-24 00:00:00.000000,563 Mo,1.11.14,9.0,3.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:05.192663
Creative Cloud Express: Design,adobe.spark.post,Adobe,Art & Design,10000000,2022-04-07 00:00:00.000000,59 Mo,7.7.0,8.0,3.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:05.324050
Kids Arts,aimlet.kids.arts,Aimlet,Art & Design,1000000,2020-05-23 00:00:00.000000,3.8 Mo,1.7,4.4,3.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:05.450233
Paint,ng_labs.paint,ng-labs,Art & Design,1000000,2021-11-24 00:00:00.000000,4.0 Mo,3.1,5.0,3.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:05.560349
Logo Esport Maker | Create Gaming Logo Maker,QuantumAppx.LogoMaker,Quantum Appx,Art & Design,1000000,2022-04-08 00:00:00.000000,58 Mo,3.5,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:05.833909
Ashtoon Cartoon Editor,ashtoon.tooncool.skordoi,Astoon dev app,Art & Design,100000,2022-04-06 00:00:00.000000,28 Mo,5.0,5.0,2.1,2022-04-11 00:00:00.000000,2022-05-06 21:34:05.953503
MediBang Paint - Make Art !,medibang.android.paint.tablet,MediBang Inc.,Art & Design,10000000,2021-12-01 00:00:00.000000,30 Mo,23.5,5.0,3.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:06.062299
Drawely: Draw Color Cute Girls,drawely.drawely,Multi Tech Apps,Art & Design,5000000,2022-03-21 00:00:00.000000,13 Mo,104.0.9,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:06.173137
PayByPhone,paybyphone,PayByPhone Technologies Inc .,Auto & Vehicles,5000000,2022-03-28 00:00:00.000000,28 Mo,4.11.0.9192,5.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:34:06.519225
Flowbird Parking,flowbird.mpp,Flowbird,Auto & Vehicles,500000,2021-12-29 00:00:00.000000,35 Mo,2.11.2,5.1,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:06.629131
OpenSea: NFT marketplace,opensea,OpenSea,Art & Design,1000000,2022-03-15 00:00:00.000000,36 Mo,1.4.0,5.0,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:07.030538
Dream by WOMBO,womboai.wombodream,Wombo Studios Inc,Art & Design,1000000,2022-03-17 00:00:00.000000,14 Mo,1.1.9,7.1,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:07.166174
"Zenpark, book a parking space",zenpark.mobile,Zenpark,Auto & Vehicles,100000,2022-03-10 00:00:00.000000,17 Mo,4.15.3,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:07.276397
Doodle Master - Glow Art,doodle.master.draw.glow.art,Happy Draw,Art & Design,10000000,2022-01-17 00:00:00.000000,31 Mo,2.1.3,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:07.522957
AutoScout24: Buy & sell cars,autoscout24,AutoScout24 GmbH,Auto & Vehicles,10000000,2022-04-11 00:00:00.000000,54 Mo,9.8.20,7.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:07.635174
My Renault,renault.myrenault.one.fr,RENAULT SAS,Auto & Vehicles,500000,2022-03-10 00:00:00.000000,47 Mo,4.30.0,7.0,1.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:07.769406
mobile.de - car market,mobile.android.app,mobile.de GmbH,Auto & Vehicles,10000000,2022-04-04 00:00:00.000000,34 Mo,9.3,8.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:08.513183
Glitter Lips with Makeup Brush Set coloring Game,redberry.glitterlips,BaramGames,Art & Design,5000000,2021-11-17 00:00:00.000000,46 Mo,2.5,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:08.759729
Infocar - OBD2 ELM Diagnostic,obdproject,"Infocar Co., Ltd.",Auto & Vehicles,1000000,2022-04-06 00:00:00.000000,71 Mo,2.24.06,6.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:09.159278
EOBD Facile: OBD2 Car Scanner,eobdfacile.android,Outils OBD Facile,Auto & Vehicles,1000000,2022-04-01 00:00:00.000000,31 Mo,3.41.0832,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:09.676541
ETM Permis Code Moto - A A1 A2,codecodoc.moto,CodeCoDoc,Auto & Vehicles,100000,2022-02-03 00:00:00.000000,77 Mo,2.9.1,5.0,5.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:09.788680
MYPEUGEOT APP,psa.mym.mypeugeot,Peugeot Automobiles,Auto & Vehicles,1000000,2022-03-25 00:00:00.000000,86 Mo,1.34.3,7.0,3.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:09.924656
Yamaha MyGarage,yamaha.mygarageapp,YAMAHA MOTOR Europe,Auto & Vehicles,1000000,2021-12-02 00:00:00.000000,106 Mo,3.0.93,4.4,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:10.036001
Android Auto,bitcoin.mobicar,Mobitech Developer,Auto & Vehicles,500000,2020-10-25 00:00:00.000000,3.6 Mo,1.4,4.0,3.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:10.507620
Hair try-on - hair styling,zhanlang.changehaircut,SmallUniverse Apps,Beauty,1000000,2022-04-01 00:00:00.000000,55 Mo,6.9,8.0,2.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:10.769063
Mirror - Makeup and Shaving - Compact mirror,app.mirror,simple_app,Beauty,5000000,2019-11-23 00:00:00.000000,3.8 Mo,2019.11.22,4.1,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:11.010398
Beauty Mirror - Light Mirror & Makeup Mirror App,lightmirror.beautymirror.makeupmirror,Dairy App & Notes & Audio Editor & Voice Recorder,Beauty,500000,2022-03-14 00:00:00.000000,15 Mo,1.01.19.0314,5.1,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:11.121253
Crown Editor - Heart Filters for Pictures,crown.camera.effect.snap.photoeditor.heartcrowncamera.stickers,PDF Reader & PDF Scanner - Snap Photo Editor,Beauty,5000000,2021-05-19 00:00:00.000000,33 Mo,1.3.6,4.1,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:34:11.232157
Hair Color Changer: Change your hair color booth,hairstyle.photoeditor.haircolorchanger,Face & Body Tune Photo Editor SRL,Beauty,5000000,2020-05-29 00:00:00.000000,2.9 Mo,1.0.7,5.0,3.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:11.476622
Filters for Selfies,filtersforselfie.sweet.face.camera.selfies,Beautyroom,Beauty,500000,2022-03-26 00:00:00.000000,26 Mo,1.9.1,4.4,3.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:11.715701
Treatwell: Hair & Beauty,wahanda.marketplace,Treatwell Ltd,Beauty,1000000,2022-03-03 00:00:00.000000,49 Mo,4.314.0,8.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:11.826836
My Citroën,psa.mym.mycitroen,Automobiles Citroen,Auto & Vehicles,500000,2022-03-25 00:00:00.000000,68 Mo,1.34.3,7.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:11.957926
Barber Chop,lajeuneandassociatesllc.barberchopdev,"Lajeune & Associates, LLC",Beauty,5000000,2022-03-10 00:00:00.000000,121 Mo,4.96.4,5.0,3.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:12.091734
Perfect365 Makeup Photo Editor,arcsoft.perfect365,"Perfect365, Inc.",Beauty,50000000,2022-04-06 00:00:00.000000,217 Mo,9.7.4,6.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:12.337538
Pixl - Face Retouch & Blemish Remover Photo Editor,braincake.pixl.pixl,Selfie Photo Editor & Vintage Filters,Beauty,5000000,2020-03-27 00:00:00.000000,4.0 Mo,1.0.14,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:12.467736
Camera Filters and Effects,lomographic.vintage.camera.filters,Content Arcade Apps,Beauty,10000000,2022-03-24 00:00:00.000000,39 Mo,16.1.78,5.0,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:12.579304
Filter for Selfie 2022,filtersfor.snapchat.sweetsnap.snapcamera.filters.amazingsnap,olalastudio,Beauty,1000000,2022-01-06 00:00:00.000000,21 Mo,1.3,4.4,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:12.823473
Mirror Plus: Mirror with Light,mirror.free,"Digitalchemy, LLC",Beauty,10000000,2022-03-24 00:00:00.000000,12 Mo,4.1.7,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:12.963585
Skin Bliss: Cosmetics & Beauty,getskinbliss.skinbliss,Skin Bliss,Beauty,100000,2021-10-15 00:00:00.000000,67 Mo,4.2.6,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:13.092010
Video Background Changer (Green Screen Effect),greenscreen_effect.background_changer,MAA FOR APPS,Beauty,500000,2022-04-08 00:00:00.000000,65 Mo,4.2.1,5.0,3.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:13.202927
Filters for Selfies,picshop.filters.selfie,Beauty Sweet Picshop,Beauty,100000,2022-03-04 00:00:00.000000,45 Mo,2.0.0,4.4,3.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:13.437883
"i learn to make up (face, eye, lip)",sweetandbeautyhdcameras.makeup,Sweet and Beauty HD Cameras,Beauty,1000000,2020-12-28 00:00:00.000000,4.3 Mo,14.0.16,2.3,2.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:13.829104
Hairstyle app: Hairstyles step by step for girls,hairstylesstepbystep.schoolhairstyles.hairstyle2.hairstylesgirls.hairstylestepbystep.hairstyle,PDF Reader & PDF Scanner - Snap Photo Editor,Beauty,1000000,2021-05-06 00:00:00.000000,11 Mo,2.2.7,4.1,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:13.938842
Indeed Job Search,indeed.android.jobsearch,Indeed Jobs,Business,100000000,2022-04-06 00:00:00.000000,8.3 Mo,105.0,7.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:14.050256
Mon Espace - Pôle emploi,poleemploi.poleemploietmoi,Pôle emploi,Business,5000000,2022-03-01 00:00:00.000000,267 Mo,6.3.0,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:14.269769
LinkedIn: Jobs & Business News,linkedin.android,LinkedIn,Business,1000000000,2022-04-06 00:00:00.000000,168 Mo,4.1.688,6.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:14.394270
Mon compte formation,icdc.sl6.app,Caisse des dépôts et consignations,Business,1000000,2022-04-07 00:00:00.000000,18 Mo,7.11.0,5.1,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:14.510755
Document Scan: PDF scanner,documentscan.simplescan.scanpdf,TrustedApp,Business,5000000,2022-04-04 00:00:00.000000,113 Mo,3.7.3,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:14.729587
Fashion Nail Salon Game: Manicure and Pedicure App,Fashion.Nail.Salon.Game.Manicure.And.Pedicure.App.Vex,Beauty Mania Apps and Games,Beauty,1000000,2021-07-30 00:00:00.000000,47 Mo,3.0.2,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:14.859488
TAC Verif,ingroupe.verify.anticovid,IN Groupe,Business,1000000,2022-03-18 00:00:00.000000,76 Mo,3.2.0,6.0,3.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:14.970989
ZOOM Cloud Meetings,zoom.videomeetings,zoom.us,Business,500000000,2022-04-08 00:00:00.000000,162 Mo,5.10.2.5359,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:15.219914
Smartbox,smartbox.smartboxbeneficiary,Smartbox Group LTD,Business,1000000,2022-03-31 00:00:00.000000,65 Mo,2.1.9.182,6.0,2.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:15.557244
Mirror - Zoom & Exposure -,barilab.handmirror.googlemarket,BariLab,Beauty,5000000,2019-08-16 00:00:00.000000,3.5 Mo,32,4.1,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:15.901311
PDF Scanner App - iScanner,bpmobile.iscanner.free,BP Mobile LLC,Business,10000000,2022-04-01 00:00:00.000000,99 Mo,3.65.8,8.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:16.024084
RegionsJob: Emploi,regionsjob.android,HelloWork,Business,1000000,2022-02-22 00:00:00.000000,16 Mo,5.7.2,4.3,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:16.138440
Wish Local for Partner Stores,wish.wishblue,Wish Inc.,Business,1000000,2021-11-12 00:00:00.000000,75 Mo,2.4.1,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:16.367302
Jewelry for Pandora,pandora.jewelry.store.app,Everest Stores UK,Beauty,100000,2019-07-22 00:00:00.000000,3.3 Mo,1.1,4.0,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:16.604249
Mes Offres - Pôle emploi,poleemploi.pemobile,Pôle emploi,Business,5000000,2022-02-15 00:00:00.000000,178 Mo,5.23.1,6.0,3.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:16.733894
CamToPlan - AR measurement / tape measure,tasmanic.camtoplanfree,Tasmanic Editions,Business,10000000,2021-05-17 00:00:00.000000,41 Mo,3.4.3,7.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:16.865591
Uber - Driver: Drive & Deliver,ubercab.driver,"Uber Technologies, Inc.",Business,100000000,2022-04-11 00:00:00.000000,161 Mo,4.363.10000,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:16.983225
Genius Scan - PDF Scanner App,thegrizzlylabs.geniusscan.free,The Grizzly Labs,Business,5000000,2022-03-17 00:00:00.000000,40 Mo,6.1.9,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:17.095095
Intune Company Portal,microsoft.windowsintune.companyportal,Microsoft Corporation,Business,10000000,2022-03-14 00:00:00.000000,24 Mo,5.0.5450.0,8.0,2.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:17.953064
Webex Meetings,cisco.webex.meetings,"Cisco Systems, Inc.",Business,50000000,2022-04-08 00:00:00.000000,85 Mo,42.4.0,6.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:18.300713
WEBTOON,naver.linewebtoon,WEBTOON ENTERTAINMENT,Comics,100000000,2022-03-24 00:00:00.000000,27 Mo,2.9.1,4.4,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:18.419877
PDF Scanner Document Scanner,documentscan.camerascanner.pdfcreator,Apps Wing,Business,1000000,2022-03-18 00:00:00.000000,17 Mo,2.0.5,5.1,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:18.645170
SumUp,kaching.merchant,SumUp,Business,5000000,2022-04-04 00:00:00.000000,147 Mo,2.56.2,6.0,2.9,2022-04-11 00:00:00.000000,2022-05-06 21:34:18.773829
POCKET COMICS: Premium Webtoon,comico,NHN comico Corporation,Comics,500000,2022-03-31 00:00:00.000000,32 Mo,4.2.1,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:18.994663
MANGA Plus by SHUEISHA,co.shueisha.mangaplus,株式会社 集英社,Comics,5000000,2022-04-08 00:00:00.000000,41 Mo,1.5.6,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:19.214870
Battle Royale Chapter3 Season2,epicgame.battleroyaleseason6,EPiᴄ Games,Comics,500000,2022-03-21 00:00:00.000000,13 Mo,19,5.0,3.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:19.343319
MangaToon - Manga Reader,mangatoon.comics.aphone.spanish,MangaToon HK Limited,Comics,1000000,2022-03-23 00:00:00.000000,87 Mo,2.10.04,5.0,2.8,2022-04-11 00:00:00.000000,2022-05-06 21:34:19.454148
BDOUIN by MuslimShow,bdouin.apps.muslimstrips,Hoopow,Comics,100000,2022-04-06 00:00:00.000000,25 Mo,3.0.3,4.2,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:19.969846
PayPal Business,paypal.merchant.client,PayPal Mobile,Business,10000000,2022-04-08 00:00:00.000000,85 Mo,2022.03.24,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:34:20.079750
Tolteck - Estimate & invoice app for contractors,tolteck.tezcat,Tolteck,Business,100000,2020-04-07 00:00:00.000000,944k,1.2,4.1,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:20.211134
Toomics - Read unlimited comics,toomics.global.google,Toomics Global,Comics,1000000,2022-01-26 00:00:00.000000,16 Mo,1.5.2,4.4,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:20.320989
BILIBILI COMICS - Read Comics,bilibili.comic.intl,Bilibili Comics,Comics,10000000,2022-04-06 00:00:00.000000,58 Mo,2.6.0,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:20.462496
Manta: Unlimited Comics,manta.comic,RIDI Corporation,Comics,1000000,2022-03-31 00:00:00.000000,51 Mo,2.1.191,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:20.709061
"ComicScreen - PDF, ComicReader",viewer.comicscreen,InstSoft,Comics,1000000,2022-03-14 00:00:00.000000,14 Mo,2210,4.4,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:21.069476
Tapas – Comics and Novels,tapastic,"Tapas Media, Inc.",Comics,1000000,2022-03-25 00:00:00.000000,30 Mo,6.3.2,6.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:21.215879
Marvel Unlimited,marvel.unlimited,Marvel Comics,Comics,5000000,2022-03-30 00:00:00.000000,38 Mo,7.15.0,6.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:21.327146
Crunchyroll Manga,crunchyroll.crmanga,"Ellation, LLC",Comics,5000000,2021-09-15 00:00:00.000000,3.2 Mo,4.2.0,4.1,2.1,2022-04-11 00:00:00.000000,2022-05-06 21:34:21.479969
Walkthrough for Zepeto,walkthrough.zepetotricks,Nastfeed Inc,Comics,500000,2020-09-20 00:00:00.000000,2.3 Mo,1.0,4.1,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:34:21.702102
Manga Geek - Manga Reader,mangamaster.manga.geek.ofa,Super Manga Group studio,Comics,100000,2022-03-28 00:00:00.000000,11 Mo,1.2.3.5,5.0,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:21.841848
Bubble BD Comics Mangas,heappi.android.Bubble,Heappi,Comics,100000,2022-03-01 00:00:00.000000,66 Mo,4.3.0,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:22.063616
WebComics,webcomics.manga,WEBCOMICS HOLDINGS HK LIMITED,Comics,5000000,2022-04-11 00:00:00.000000,32 Mo,2.1.51,4.4,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:22.315527
봄툰 - Bomtoon Webtoon,bomcomics.bomtoon.playstore,㈜ 키다리스튜디오,Comics,100000,2022-03-10 00:00:00.000000,24 Mo,2.0.67,4.2,3.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:22.569455
Marvel Comics,marvel.comics,Marvel Comics,Comics,10000000,2022-04-11 00:00:00.000000,7.2 Mo,3.10.18.310421,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:22.930137
Snapchat,snapchat.android,Snap Inc,Communication,1000000000,2022-04-08 00:00:00.000000,83 Mo,11.73.0.35,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:23.293752
Wolf Game 2020,asfg.wolf.game.attack.simulator,Amazing Super Fun Games,Comics,100000,2020-09-16 00:00:00.000000,61 Mo,1.3,5.0,2.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:23.707595
Orange et moi France,orange.orangeetmoi,Orange SA,Communication,10000000,2022-03-31 00:00:00.000000,148 Mo,8.5.0,7.0,3.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:23.957717
Opera Crypto Browser,opera.cryptobrowser,Opera,Communication,1000000,2022-04-07 00:00:00.000000,23 Mo,0.11.2,7.1,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:24.347937
"Discord - Chat, Talk & Hangout",discord,Discord Inc.,Communication,100000000,2022-04-05 00:00:00.000000,106 Mo,121.12.,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:24.485389
Orange Phone,orange.phone,Orange SA,Communication,1000000,2022-03-23 00:00:00.000000,13 Mo,6.0.3,6.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:25.378869
Opera GX: Gaming Browser,opera.gx,Opera,Communication,5000000,2022-03-24 00:00:00.000000,39 Mo,1.5.9,8.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:25.801929
Email - Fast Login mail for Hotmail & Outlook,emailonline.officemail.amoemail,AVNSoftware Inc.,Communication,1000000,2022-03-01 00:00:00.000000,15 Mo,3.1.0.113.0103022,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:34:26.037020
PlantNet Plant Identification,plantnet,PlantNet,Education,10000000,2022-04-11 00:00:00.000000,30 Mo,3.8.3,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:26.563929
PictureThis - Plant Identifier,danatech.xingseus,Glority LLC,Education,10000000,2022-04-07 00:00:00.000000,53 Mo,3.21,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:34:26.816545
Simply Piano by JoyTunes,joytunes.simplypiano,JoyTunes,Education,10000000,2022-04-11 00:00:00.000000,61 Mo,7.2.12,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:34:26.972347
Knowunity - Deine Schulapp,knowunity.app,Knowunity,Education,500000,2022-03-29 00:00:00.000000,197 Mo,2.13.0,6.0,5.0,2022-04-11 00:00:00.000000,2022-05-06 21:34:27.085514
Voice Recorder: Memos & Audio,korrisoft.voice.recorder,Sappalodapps Development,Communication,1000000,2022-03-10 00:00:00.000000,16 Mo,2.565,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:34:27.243965
Babbel - Learn Languages,babbel.mobile.android.en,Babbel,Education,10000000,2022-04-05 00:00:00.000000,106 Mo,20.98.2,8.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:34:27.355154
